Text,Language
Elle incite néanmoins les différentes communautés à déplacer le contenu libre vers une plate-forme multimédia commune à l'ensemble des 303 versions linguistiques de Wikipédia : Wikimedia Commons.,French
benim için altından bana bu 10 kelimeden hangisinin favoriniz olduğunu söylüyor.,Turkish
"Ainsi, fin 2009, Wikipédia contenait déjà 28,5 millions d'articles, auxquels il convenait d'ajouter les documents de la médiathèque Wikimedia Commons, contenant 5,6 millions de fichiers.",French
maar nee in een fix betekent dat je in een lastige situatie zit andere woorden die je kunt gebruiken in plaats van in een fix zit ik in een soep of ik ' ik zit in een puinhoop of ik zit in de problemen of ik ben gewoon op een plek slim woord nummer 7 is flummox flummox betekent iemand verwarren.,Dutch
"[120] Outro exemplo pode ser encontrado em um artigo de primeira página do The Onion em julho de 2006, com o título ""Wikipédia comemora 750 anos de Independência americana"".",Portugeese
في الأصل، استندت القواعد الخاصة بالإصدارات غير الإنجليزية من ويكيبيديا إلى ترجمة قواعد ويكيبيديا الإنجليزية.,Arabic
"Extremes in weather, such as tornadoes or hurricanes and cyclones, can expend large amounts of energy along their paths, and produce devastation.",English
"Хотя Википедия позиционирует себя как вторичный источник информации[134], 2009 и 2018 годы были отмечены использованием материалов из Википедии как с атрибутированием к источникам[135][136], так и без ссылки[137].",Russian
"Χρυσή άμαξα ήρθε πάνω τους, ήταν γεμάτη με πολύτιμους λίθους και διαμάντια και φαινόταν εξαιρετικά εκπληκτική.",Greek
وهم يشبهونني أريد أن أشتري نفس الشيء وأقول لهم إنك بعتني بعتني لن أشتري هذا جيدًا ، لقد بعتني إذا لم تكن مهتمًا بالمحادثة.,Arabic
"Μπορείτε να δοκιμάστε την λειτουργία εκκαθάρισης, και να ελέγξετε το αρχείο διαγραφών.",Greek
Как дела?,Russian
شهرة ويكيبيديا تنمو بثبات منذ بداية عملها.,Arabic
"det skulle vara bra, tack.",Sweedish
"Sin embargo, en la inglesa los usuarios no registrados no pueden comenzar artículos desde cero.",Spanish
"Существует много пародий на открытость Википедии с персонажами, вандализирующими или изменяющими статьи онлайн-энциклопедии.",Russian
plads.,Danish
"Da Wikipedia e Nupedia, nacque nel 2003 la Wikimedia Foundation, l'organizzazione non profit che sostiene Wikipedia e i progetti fratelli (il primo dei quali fu In Memoriam: September 11 Wiki) che nel tempo si sono aggiunti, ognuno dei quali è specializzato in un determinato ambito del sapere.",Italian
[59][60][nota 5] O pesquisador Giacomo Poderi descobriu que os artigos tendem a atingir o estatuto de AD através do trabalho intensivo de poucos editores.,Portugeese
"[157][158] Alguns observadores afirmam que a Wikipédia é uma ameaça econômica para os editores de enciclopédias tradicionais, muitos dos quais podem ser incapazes de competir com um produto que é essencialmente livre.",Portugeese
ρωτάτε τι έχετε κάνει έτσι τι συνέβαινε στη ζωή σας ;.,Greek
"Feature learning algorithms, also called representation learning algorithms, often attempt to preserve the information in their input but also transform it in a way that makes it useful, often as a pre-processing step before performing classification or predictions.",English
låt mig se.,Sweedish
"Hier probieren Sie ein paar goldene Kartoffeln, sie sind wirklich gut und nachdem Sie mit mir verheiratet sind.",German
Некоторые другие проекты выделились из Википедии по редакционным причинам.,Russian
"[37] In addition to performance bounds, learning theorists study the time complexity and feasibility of learning.",English
"Yani bir dahaki sefere okuldan matematik ödevi aldığınızda ve matematik kitabınızı okulda bıraktıysanız, arkadaşlarınıza gerçek bir düzelme içinde olduğunuzu söyleyebilirsiniz, şimdi düzeltme kelimesinin yapacak bir şeyi olduğunu düşünebilirsiniz.",Turkish
"La « Nature » a récemment dans plusieurs pays, dont en France acquis un droit de protection, puis de représentation, assimilable dans une certaine mesure et dans certains cas à celui des droits des « victimes ».",French
hänga på en sekund.,Sweedish
maintenant.,French
olağan.,Turkish
"Ele escreveu em uma mensagem enviada à lista de correio da Wikimedia Foundation que agira assim ""no interesse de encorajar que esta discussão seja sobre questões reais de filosofia e conteúdo, ao invés de ser sobre mim e sobre a rapidez com que eu agi"".",Portugeese
هل تمانع في استخدام هاتفك الخلوي؟ هل سيكون بخير لو أخذت يوم إجازة غدا؟ نعم ، من فضلك تأكد ، تفضل.,Arabic
"ഇനി ഒരാൾക്ക് തന്റെ കാഴ്ചപ്പാട് വിക്കിപീഡിയയിൽ ഇല്ല എന്നു തോന്നിയെന്നിരിക്കട്ടെ, അയാൾക്ക് അത് സ്വയം സ്രോതസ്സിന്റെ പിൻബലത്തോടെ വിക്കിപീഡിയയിൽ ചേർക്കാവുന്നതാണ്.",Malayalam
വിക്കിപീഡിയയിൽ പ്രശ്നങ്ങളൊന്നും ഇല്ലെന്നല്ല.,Malayalam
Fleisch stinkt nach Melissa.,German
"[161] De acordo com dados de novembro de 2018 do Alexa, a Wikipédia é o quinto website mais visitado do mundo.",Portugeese
je houdt van zitten je kunt zeggen dat het me niet kan schelen dit is zo saai.,Dutch
நான் திருகினேன்.,Tamil
¿Cómo está?,Spanish
deixe-me voltar para você sobre isso.,Portugeese
Jag kunde inte hålla med mer.,Sweedish
"El 1 de marzo de 2006, la Wikipedia en inglés se convirtió en la primera en superar el millón de artículos, seguida el 27 de diciembre de 2009 por la Wikipedia en alemán, el 21 de septiembre de 2010 por la Wikipedia en francés, el 17 de diciembre de 2011 por la Wikipedia en neerlandés, el 22 de enero de 2013 por la Wikipedia en italiano, el 11 de mayo del mismo año por la Wikipedia en ruso, el 16 del mismo mes por la Wikipedia en español, el 15 de junio por la Wikipedia en sueco y el 24 de septiembre por la Wikipedia en polaco.",Spanish
l'habituel.,French
"[354][355][356] They used PageRank ""followed by the number of appearances in the 24 different language editions of Wikipedia (descending order) and the century in which they were founded (ascending order)"".",English
"எனக்கு மிகச்சிறந்த மதிப்பெண் கிடைத்தது, ஸ்டுபண்டஸ் என்ற சொல்லுக்கு கிளாசிக்கல் லத்தீன் வேர்கள் உள்ளன.",Tamil
Τα Κοινά (Wikimedia Commons) είναι μια κοινή αποθήκη μέσων η οποία όπως και τα Wikidata (βάση δεδομένων κεντρικής πρόσβασης και διαχείρισης δομημένων δεδομένων όπως διαγλωσσικές αναφορές και στατιστικές πληροφορίες) εξυπηρετούν όλα τα αδελφικά εγχειρήματα (συμπεριλαμβανομένης και της Βικιπαίδειας).,Greek
"det lyser, hvilket betyder, at det er forbløffende, at mange amerikanere sagde i Californien.",Danish
[207] Researchers from Washington University developed a statistical model to measure systematic bias in the behavior of Wikipedia's users regarding controversial topics.,English
MediaWiki yazılımı kullanılarak hazırlanmaktadır.,Turkish
"[1] Earth is the only planet known to support life, and its natural features are the subject of many fields of scientific research.",English
"[216] Em janeiro de 2006 um tribunal alemão ordenou o fechamento da Wikipédia em alemão na Alemanha por ter publicado o nome completo do Boris Floricic, também conhecido como ""Tron"", um hacker que era antigamente membro do Chaos Computer Club.",Portugeese
